UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,TokenizedTweet,Cleantweet
2181,47133,Kansas City Mo.,13-03-2020,#stubhub is offering 120% of cancelled event ticket prices toward a different ticket. Savvy decision many customers will remember after this #Covid_19 business ends.,Negative,"['#', 'stubhub', 'is', 'offering', '120', '%', 'of', 'cancelled', 'event', 'ticket', 'prices', 'toward', 'a', 'different', 'ticket', '.', 'Savvy', 'decision', 'many', 'customers', 'will', 'remember', 'after', 'this', '#', 'Covid_19', 'business', 'ends', '.']",#stubhub offering 120% cancelled event ticket prices toward different ticket. Savvy decision many customers remember #Covid_19 business ends.
2183,47135,United States,13-03-2020,"point of view: u live in LA, &amp; its down-pouring. the pollen count is high, &amp; nobody knows how 2 drive. Ridiculous rent prices force you into public places despite having #COVID_19 fears. ppl r sniffling &amp; sneezing all around u is it allergies? Or early stages of#CoronaVirus?? https://t.co/PqEKVPyWLL",Neutral,"['point', 'of', 'view', ':', 'u', 'live', 'in', 'LA', ',', '&', 'amp', ';', 'it\x92s', 'down-pouring', '.', 'the', 'pollen', 'count', 'is', 'high', ',', '&', 'amp', ';', 'nobody', 'knows', 'how', '2', 'drive', '.', 'Ridiculous', 'rent', 'prices', 'force', 'you', 'into', 'public', 'places', 'despite', 'having', '#', 'COVID_19', 'fears', '.', 'ppl', 'r', 'sniffling', '&', 'amp', ';', 'sneezing', 'all', 'around', 'u\x97', 'is', 'it', 'allergies', '?', 'Or', 'early', 'stages', 'of\x97', '#', 'CoronaVirus', '?', '?', 'https', ':', '//t.co/PqEKVPyWLL']","point view: u live LA, &amp; its down-pouring. pollen count high, &amp; nobody knows 2 drive. Ridiculous rent prices force public places despite #COVID_19 fears. ppl r sniffling &amp; sneezing around u allergies? early stages of#CoronaVirus?? https://t.co/PqEKVPyWLL"
2185,47137,York,13-03-2020,"Covid-19 fact. You cant catch it by shopping online @ https://t.co/5JvPCl5rZy  however, you are still welcome to panic buy from us anytime you like https://t.co/z1pWSO1ZtX",Positive,"['Covid-19', 'fact', '.', 'You', 'can\x92t', 'catch', 'it', 'by', 'shopping', 'online', '@', 'https', ':', '//t.co/5JvPCl5rZy', 'however', ',', 'you', 'are', 'still', 'welcome', 'to', 'panic', 'buy', 'from', 'us', 'anytime', 'you', 'like', 'https', ':', '//t.co/z1pWSO1ZtX']","Covid-19 fact. cant catch shopping online @ https://t.co/5JvPCl5rZy however, still welcome panic buy us anytime like https://t.co/z1pWSO1ZtX"
2189,47141,Europe,13-03-2020,"Our local supermarket this morning. Staff had to close an isle for saftey yesterday as shoppers where taking the stuff off the shelves before they could stock them. No milk, no rice, no toilet paper, no bread, no pasta. #bonkers #cronovirus #COVID2019IRELAND #Covid_19 #covid19UK https://t.co/GdQtcepAFU",Extremely Negative,"['Our', 'local', 'supermarket', 'this', 'morning', '.', 'Staff', 'had', 'to', 'close', 'an', 'isle', 'for', 'saftey', 'yesterday', 'as', 'shoppers', 'where', 'taking', 'the', 'stuff', 'off', 'the', 'shelves', 'before', 'they', 'could', 'stock', 'them', '.', 'No', 'milk', ',', 'no', 'rice', ',', 'no', 'toilet', 'paper', ',', 'no', 'bread', ',', 'no', 'pasta', '.', '#', 'bonkers', '#', 'cronovirus', '#', 'COVID2019IRELAND', '#', 'Covid_19', '#', 'covid19UK', 'https', ':', '//t.co/GdQtcepAFU']","local supermarket morning. Staff close isle saftey yesterday shoppers taking stuff shelves could stock them. milk, rice, toilet paper, bread, pasta. #bonkers #cronovirus #COVID2019IRELAND #Covid_19 #covid19UK https://t.co/GdQtcepAFU"
2191,47143,In Nature,13-03-2020,Meat aisle at my local grocery store was almost completely empty so I am reverting to infancy and will be drinking mostly milk this week #Covid_19 https://t.co/YW37u3FMR9,Negative,"['Meat', 'aisle', 'at', 'my', 'local', 'grocery', 'store', 'was', 'almost', 'completely', 'empty', 'so', 'I', 'am', 'reverting', 'to', 'infancy', 'and', 'will', 'be', 'drinking', 'mostly', 'milk', 'this', 'week', '#', 'Covid_19', 'https', ':', '//t.co/YW37u3FMR9']",Meat aisle local grocery store almost completely empty reverting infancy drinking mostly milk week #Covid_19 https://t.co/YW37u3FMR9
2193,47145,"Los Angeles,CA ",13-03-2020,"Spent my first self-quarantine day at home; cleaning all my door knobs, counting my stock of food and essentials, and took my break watching Uncut Gems(good movie). Now to watch the news to heighten my anxiety ??? #Covid_19 ???",Positive,"['Spent', 'my', 'first', '\x93self-quarantine\x94', 'day', 'at', 'home', ';', 'cleaning', 'all', 'my', 'door', 'knobs', ',', 'counting', 'my', 'stock', 'of', 'food', 'and', 'essentials', ',', 'and', 'took', 'my', 'break', 'watching', 'Uncut', 'Gems', '(', 'good', 'movie', ')', '.', 'Now', 'to', 'watch', 'the', 'news', 'to', 'heighten', 'my', 'anxiety', '?', '?', '?', '#', 'Covid_19', '?', '?', '?']","Spent first self-quarantine day home; cleaning door knobs, counting stock food essentials, took break watching Uncut Gems(good movie). watch news heighten anxiety ??? #Covid_19 ???"
2194,47146,"Belfast, Northern Ireland ",14-03-2020,Apple retail store closes COVID 19,Neutral,"['Apple', 'retail', 'store', 'closes', 'COVID', '19']",Apple retail store closes COVID 19
2196,47148,"?? California, USA",14-03-2020,These are great tips for staying #CoronaVirus SAFE while shopping for groceriesin-store or online!  https://t.co/pf3ITnKA1q,Extremely Positive,"['These', 'are', 'great', 'tips', 'for', 'staying', '#', 'CoronaVirus', 'SAFE', 'while', 'shopping', 'for', 'groceries\x97in-store', 'or', 'online', '!', 'https', ':', '//t.co/pf3ITnKA1q']",great tips staying #CoronaVirus SAFE shopping groceriesin-store online! https://t.co/pf3ITnKA1q
2197,47149,United States,14-03-2020,If you re considered at risk during the outbreak now is the time to stock up on supplies including food medicine amp cleaning supplies Be sure you have over the counter medicines amp medical supplies to treat fever amp other symptoms More  ,Positive,"['If', 'you', 're', 'considered', 'at', 'risk', 'during', 'the', 'outbreak', 'now', 'is', 'the', 'time', 'to', 'stock', 'up', 'on', 'supplies', 'including', 'food', 'medicine', 'amp', 'cleaning', 'supplies', 'Be', 'sure', 'you', 'have', 'over', 'the', 'counter', 'medicines', 'amp', 'medical', 'supplies', 'to', 'treat', 'fever', 'amp', 'other', 'symptoms', 'More']",considered risk outbreak time stock supplies including food medicine amp cleaning supplies sure counter medicines amp medical supplies treat fever amp symptoms
2198,47150,www.303Gonzo.com,14-03-2020,"Excellent talk with my doctor ?reg scheduled Apt in regards to #coronavirus #Covid_19 that if people READ the guidelines they state:

Stay 6-8ft away from another

Avoid crowds like the grocery store or workplace

Eat at home &amp; can goods

Wash hands, hot water &amp; soaps 30 seconds",Extremely Positive,"['Excellent', 'talk', 'with', 'my', 'doctor', '?', 'reg', 'scheduled', 'Apt', 'in', 'regards', 'to', '#', 'coronavirus', '#', 'Covid_19', 'that', 'if', 'people', 'READ', 'the', 'guidelines', 'they', 'state', ':', 'Stay', '6-8ft', 'away', 'from', 'another', 'Avoid', 'crowds', 'like', 'the', 'grocery', 'store', 'or', 'workplace', 'Eat', 'at', 'home', '&', 'amp', ';', 'can', 'goods', 'Wash', 'hands', ',', 'hot', 'water', '&', 'amp', ';', 'soaps', '30', 'seconds']","Excellent talk doctor ?reg scheduled Apt regards #coronavirus #Covid_19 people READ guidelines state: Stay 6-8ft away another Avoid crowds like grocery store workplace Eat home &amp; goods Wash hands, hot water &amp; soaps 30 seconds"
2199,47151,"San Mateo County, California",14-03-2020,In Switzerland you can find a form online to let your neighbours know what you can do to help shopping daycare dog walking drive somewhere collect medicine etc You can then stick it to your building s door so ppl who need help can contact you,Extremely Positive,"['In', 'Switzerland', 'you', 'can', 'find', 'a', 'form', 'online', 'to', 'let', 'your', 'neighbours', 'know', 'what', 'you', 'can', 'do', 'to', 'help', 'shopping', 'daycare', 'dog', 'walking', 'drive', 'somewhere', 'collect', 'medicine', 'etc', 'You', 'can', 'then', 'stick', 'it', 'to', 'your', 'building', 's', 'door', 'so', 'ppl', 'who', 'need', 'help', 'can', 'contact', 'you']",Switzerland find form online let neighbours know help shopping daycare dog walking drive somewhere collect medicine etc stick building door ppl need help contact
2201,47153,"Vancouver, British Columbia",14-03-2020,"By increasing Petrol prices, this is a bold move from Modiji to make ppl sit at home and self quarantine and there by contain virus.  #COVID2019 #PetrolPrices",Positive,"['By', 'increasing', 'Petrol', 'prices', ',', 'this', 'is', 'a', 'bold', 'move', 'from', 'Modiji', 'to', 'make', 'ppl', 'sit', 'at', 'home', 'and', 'self', 'quarantine', 'and', 'there', 'by', 'contain', 'virus', '.', '#', 'COVID2019', '#', 'PetrolPrices']","increasing Petrol prices, bold move Modiji make ppl sit home self quarantine contain virus. #COVID2019 #PetrolPrices"
2202,47154,Palestine ,14-03-2020,"The last time I saw a supermarket this empty was in #Gaza (and it wasnt because of the #Coronavirus) 

Maybe Americans will now be able to relate to what life under a blockade is like when you cant find some of the most basic necessities for your family. https://t.co/VuC3s49d3O",Positive,"['The', 'last', 'time', 'I', 'saw', 'a', 'supermarket', 'this', 'empty', 'was', 'in', '#', 'Gaza', '(', 'and', 'it', 'wasn\x92t', 'because', 'of', 'the', '#', 'Coronavirus', ')', 'Maybe', 'Americans', 'will', 'now', 'be', 'able', 'to', 'relate', 'to', 'what', 'life', 'under', 'a', 'blockade', 'is', 'like', 'when', 'you', 'can\x92t', 'find', 'some', 'of', 'the', 'most', 'basic', 'necessities', 'for', 'your', 'family', '.', 'https', ':', '//t.co/VuC3s49d3O']",last time saw supermarket empty #Gaza (and wasnt #Coronavirus) Maybe Americans able relate life blockade like cant find basic necessities family. https://t.co/VuC3s49d3O
2203,47155,"Queensland, Australia",14-03-2020,"Panic buying has swamped supermarkets. Tonight New Zealand has announced the strictest border controls in the world. In Queensland, 11 new cases of coronavirus have emerged. https://t.co/NhhGSm4Hqp @G_Chumbley #COVID_19 #7NEWS https://t.co/z6iLcb6non",Negative,"['Panic', 'buying', 'has', 'swamped', 'supermarkets', '.', 'Tonight', 'New', 'Zealand', 'has', 'announced', 'the', 'strictest', 'border', 'controls', 'in', 'the', 'world', '.', 'In', 'Queensland', ',', '11', 'new', 'cases', 'of', 'coronavirus', 'have', 'emerged', '.', 'https', ':', '//t.co/NhhGSm4Hqp', '@', 'G_Chumbley', '#', 'COVID_19', '#', '7NEWS', 'https', ':', '//t.co/z6iLcb6non']","Panic buying swamped supermarkets. Tonight New Zealand announced strictest border controls world. Queensland, 11 new cases coronavirus emerged. https://t.co/NhhGSm4Hqp @G_Chumbley #COVID_19 #7NEWS https://t.co/z6iLcb6non"
2204,47156,505,14-03-2020,Why are people stock piling   what s wrong with you Maybe it would be nice to take some of that food and household supplies and donate it to an elderly neighbor who may be isolated lonely and too frightened to go out and do their shopping,Extremely Negative,"['Why', 'are', 'people', 'stock', 'piling', 'what', 's', 'wrong', 'with', 'you', 'Maybe', 'it', 'would', 'be', 'nice', 'to', 'take', 'some', 'of', 'that', 'food', 'and', 'household', 'supplies', 'and', 'donate', 'it', 'to', 'an', 'elderly', 'neighbor', 'who', 'may', 'be', 'isolated', 'lonely', 'and', 'too', 'frightened', 'to', 'go', 'out', 'and', 'do', 'their', 'shopping']",people stock piling wrong Maybe would nice take food household supplies donate elderly neighbor may isolated lonely frightened go shopping
2205,47157,Fiji,14-03-2020,In USA people are stabbing each other over the last package of water bottles in the grocery store. In Australia there is a shortage of toilet paper. In Fiji? The chili sauce isle is empty #coronavirus,Negative,"['In', 'USA', 'people', 'are', 'stabbing', 'each', 'other', 'over', 'the', 'last', 'package', 'of', 'water', 'bottles', 'in', 'the', 'grocery', 'store', '.', 'In', 'Australia', 'there', 'is', 'a', 'shortage', 'of', 'toilet', 'paper', '.', 'In', 'Fiji', '?', 'The', 'chili', 'sauce', 'isle', 'is', 'empty', '#', 'coronavirus']",USA people stabbing last package water bottles grocery store. Australia shortage toilet paper. Fiji? chili sauce isle empty #coronavirus
2206,47158,"Sheffield, England",14-03-2020,Sign of the times Online shopping sites for and have crashed first delivery slot in our area is in over a week s time Could be a real issue for people self isolating in weeks to come unless the supermarkets ramp things up,Neutral,"['Sign', 'of', 'the', 'times', 'Online', 'shopping', 'sites', 'for', 'and', 'have', 'crashed', 'first', 'delivery', 'slot', 'in', 'our', 'area', 'is', 'in', 'over', 'a', 'week', 's', 'time', 'Could', 'be', 'a', 'real', 'issue', 'for', 'people', 'self', 'isolating', 'in', 'weeks', 'to', 'come', 'unless', 'the', 'supermarkets', 'ramp', 'things', 'up']",Sign times Online shopping sites crashed first delivery slot area week time Could real issue people self isolating weeks come unless supermarkets ramp things
2207,47159,"Canelones, Uruguay",14-03-2020,"Mientras tanto en el pinar, supermercado Los Kabes??????? #CoronavirusEnUruguay #COVID?19 https://t.co/FQFh7aFZEV",Neutral,"['Mientras', 'tanto', 'en', 'el', 'pinar', ',', 'supermercado', 'Los', 'Kabes', '?', '?', '?', '?', '?', '?', '?', '#', 'CoronavirusEnUruguay', '#', 'COVID', '?', '19', 'https', ':', '//t.co/FQFh7aFZEV']","Mientras tanto en el pinar, supermercado Los Kabes??????? #CoronavirusEnUruguay #COVID?19 https://t.co/FQFh7aFZEV"
2208,47160,homeland,14-03-2020,Living in the no TV working online and in the garden taking care of animals in the fields not traveling rarely go shopping in the village nearby is probably the safest nowadays,Positive,"['Living', 'in', 'the', 'no', 'TV', 'working', 'online', 'and', 'in', 'the', 'garden', 'taking', 'care', 'of', 'animals', 'in', 'the', 'fields', 'not', 'traveling', 'rarely', 'go', 'shopping', 'in', 'the', 'village', 'nearby', 'is', 'probably', 'the', 'safest', 'nowadays']",Living TV working online garden taking care animals fields traveling rarely go shopping village nearby probably safest nowadays
2209,47161,At a wooden desk far far away,14-03-2020,Good morning https://t.co/M0nLmwnBX7,Positive,"['Good', 'morning', 'https', ':', '//t.co/M0nLmwnBX7']",Good morning https://t.co/M0nLmwnBX7
2210,47162,"Chicago, IL",14-03-2020,"So in January, my friend &amp; I were thinking of going to Colombia in April &amp; flights at the time were almost $800. Those prices have now come down to $250 bcos of #Covid_19",Positive,"['So', 'in', 'January', ',', 'my', 'friend', '&', 'amp', ';', 'I', 'were', 'thinking', 'of', 'going', 'to', 'Colombia', 'in', 'April', '&', 'amp', ';', 'flights', 'at', 'the', 'time', 'were', 'almost', '$', '800', '.', 'Those', 'prices', 'have', 'now', 'come', 'down', 'to', '$', '250', 'bcos', 'of', '#', 'Covid_19']","January, friend &amp; thinking going Colombia April &amp; flights time almost $800. prices come $250 bcos #Covid_19"
2211,47163,AUTOMATE your Twitter ???,14-03-2020,"@roncaruthers Ron, I'd like to hear it from you.

Would it be stupid not to stock up on food and other supplies now?

I just think most people have watched too many movies.

I might just be a #Coronavirus denier, not unlike climate change deni",Negative,"['@', 'roncaruthers', 'Ron', ',', 'I', ""'d"", 'like', 'to', 'hear', 'it', 'from', 'you', '.', 'Would', 'it', 'be', 'stupid', 'not', 'to', 'stock', 'up', 'on', 'food', 'and', 'other', 'supplies', 'now', '?', 'I', 'just', 'think', 'most', 'people', 'have', 'watched', 'too', 'many', 'movies', '.', 'I', 'might', 'just', 'be', 'a', '#', 'Coronavirus', 'denier', ',', 'not', 'unlike', 'climate', 'change', 'deni']","@roncaruthers Ron, I'd like hear you. Would stupid stock food supplies now? think people watched many movies. might #Coronavirus denier, unlike climate change deni"
2212,47164,Canada,14-03-2020,"Is #coronavirus affecting you at this point? 

We are headed out to stock up on some food and toilet paper as we head into the school closure. 

Please stay safe, and healthy.? https://t.co/7lIRgRcOcn",Extremely Positive,"['Is', '#', 'coronavirus', 'affecting', 'you', 'at', 'this', 'point', '?', 'We', 'are', 'headed', 'out', 'to', 'stock', 'up', 'on', 'some', 'food', 'and', 'toilet', 'paper', 'as', 'we', 'head', 'into', 'the', 'school', 'closure', '.', 'Please', 'stay', 'safe', ',', 'and', 'healthy.', '?', 'https', ':', '//t.co/7lIRgRcOcn']","#coronavirus affecting point? headed stock food toilet paper head school closure. Please stay safe, healthy.? https://t.co/7lIRgRcOcn"
2213,47165,West Bank/London/Doha,14-03-2020,"Toilet paper, canned food: What explains coronavirus panic buying 

I still dont get the connection between toilet paper and COVID-19, but as one professor of public health said, Were poor at learning and good at forgetting.
https://t.co/csJZBB27uT",Negative,"['Toilet', 'paper', ',', 'canned', 'food', ':', 'What', 'explains', 'coronavirus', 'panic', 'buying', 'I', 'still', 'don\x92t', 'get', 'the', 'connection', 'between', 'toilet', 'paper', 'and', 'COVID-19', ',', 'but', 'as', 'one', 'professor', 'of', 'public', 'health', 'said', ',', '\x93We\x92re', 'poor', 'at', 'learning', 'and', 'good', 'at', 'forgetting\x94', '.', 'https', ':', '//t.co/csJZBB27uT']","Toilet paper, canned food: explains coronavirus panic buying still dont get connection toilet paper COVID-19, one professor public health said, Were poor learning good forgetting. https://t.co/csJZBB27uT"
2214,47166,"Roma, Lazio",14-03-2020,My current dream: GO TO THE SUPERMARKET! ? But my brother wont let me cause he doesnt want to expose me at any risk. #lockdown #Covid_19,Positive,"['My', 'current', 'dream', ':', 'GO', 'TO', 'THE', 'SUPERMARKET', '!', '?', 'But', 'my', 'brother', 'won\x92t', 'let', 'me', 'cause', 'he', 'doesn\x92t', 'want', 'to', 'expose', 'me', 'at', 'any', 'risk', '.', '#', 'lockdown', '#', 'Covid_19']",current dream: GO SUPERMARKET! ? brother wont let cause doesnt want expose risk. #lockdown #Covid_19
2215,47167,India,14-03-2020,"Since, Our govt is far behind in providing the appropriate medical facilities as per the need &amp; seeing the gravity of the situation, But can't our govt do a simplestep in exempting d tax frm sanitizer &amp; mask. Dn't scare of check up to know abt this Virus.
#coronavirus 
#Covid_19 https://t.co/3tZqwXn7Qw",Extremely Negative,"['Since', ',', 'Our', 'govt', 'is', 'far', 'behind', 'in', 'providing', 'the', 'appropriate', 'medical', 'facilities', 'as', 'per', 'the', 'need', '&', 'amp', ';', 'seeing', 'the', 'gravity', 'of', 'the', 'situation', ',', 'But', 'ca', ""n't"", 'our', 'govt', 'do', 'a', 'simplestep', 'in', 'exempting', 'd', 'tax', 'frm', 'sanitizer', '&', 'amp', ';', 'mask', '.', 'D', ""n't"", 'scare', 'of', 'check', 'up', 'to', 'know', 'abt', 'this', 'Virus', '.', '#', 'coronavirus', '#', 'Covid_19', 'https', ':', '//t.co/3tZqwXn7Qw']","Since, govt far behind providing appropriate medical facilities per need &amp; seeing gravity situation, can't govt simplestep exempting tax frm sanitizer &amp; mask. Dn't scare check know abt Virus. #coronavirus #Covid_19 https://t.co/3tZqwXn7Qw"
2217,47169,Haridwar,14-03-2020,"To know the preventive measures that you can take against the coronavirus
#CoronaVirus
#coronavirusinindia  
For Immunity/precaution/cure/sanitizer watch live..
@ABPNews 4pm
@news24tvchannel 4.30pm
@indiatvnews 5pm
@News18India 6pm
@Republic_Bharat @republic 7pm https://t.co/8W2g6G9wC5",Neutral,"['To', 'know', 'the', 'preventive', 'measures', 'that', 'you', 'can', 'take', 'against', 'the', 'coronavirus', '#', 'CoronaVirus', '#', 'coronavirusinindia', 'For', 'Immunity/precaution/cure/sanitizer', 'watch', 'live', '..', '@', 'ABPNews', '4pm', '@', 'news24tvchannel', '4.30pm', '@', 'indiatvnews', '5pm', '@', 'News18India', '6pm', '@', 'Republic_Bharat', '@', 'republic', '7pm', 'https', ':', '//t.co/8W2g6G9wC5']",know preventive measures take coronavirus #CoronaVirus #coronavirusinindia Immunity/precaution/cure/sanitizer watch live.. @ABPNews 4pm @news24tvchannel 4.30pm @indiatvnews 5pm @News18India 6pm @Republic_Bharat @republic 7pm https://t.co/8W2g6G9wC5
2218,47170,Scotland,14-03-2020,"Don't panic folks! DM me for prices.
#COVID_19uk #coronavirus #coronaUK #Covid_19 https://t.co/f4FYVLAPeg",Negative,"['Do', ""n't"", 'panic', 'folks', '!', 'DM', 'me', 'for', 'prices', '.', '#', 'COVID_19uk', '#', 'coronavirus', '#', 'coronaUK', '#', 'Covid_19', 'https', ':', '//t.co/f4FYVLAPeg']",panic folks! DM prices. #COVID_19uk #coronavirus #coronaUK #Covid_19 https://t.co/f4FYVLAPeg
2219,47171,Never-ending Darkness,14-03-2020,Please explain to me why you would need to stock up like you're going inside a fallout shelter? I can't even find regular food for my family. Even dog food isles are empty. WTF people. #CoronavirusOutbreak #coronavirus,Negative,"['Please', 'explain', 'to', 'me', 'why', 'you', 'would', 'need', 'to', 'stock', 'up', 'like', 'you', ""'re"", 'going', 'inside', 'a', 'fallout', 'shelter', '?', 'I', 'ca', ""n't"", 'even', 'find', 'regular', 'food', 'for', 'my', 'family', '.', 'Even', 'dog', 'food', 'isles', 'are', 'empty', '.', 'WTF', 'people', '.', '#', 'CoronavirusOutbreak', '#', 'coronavirus']",Please explain would need stock like going inside fallout shelter? can't even find regular food family. Even dog food isles empty. WTF people. #CoronavirusOutbreak #coronavirus
2220,47172,?The Milky Way Galaxy?,14-03-2020,You know what I kinda fear about this self isolation due to #Coronavirus ? That I will literally end up blowing up my Credit Card doing a shit ton of online shopping because I am bored LOL. Lisa gets destructive when she is bored. Much like a Husky HA.,Extremely Negative,"['You', 'know', 'what', 'I', 'kinda', 'fear', 'about', 'this', 'self', 'isolation', 'due', 'to', '#', 'Coronavirus', '?', 'That', 'I', 'will', 'literally', 'end', 'up', 'blowing', 'up', 'my', 'Credit', 'Card', 'doing', 'a', 'shit', 'ton', 'of', 'online', 'shopping', 'because', 'I', 'am', 'bored', 'LOL', '.', 'Lisa', 'gets', 'destructive', 'when', 'she', 'is', 'bored', '.', 'Much', 'like', 'a', 'Husky', 'HA', '.']",know kinda fear self isolation due #Coronavirus ? literally end blowing Credit Card shit ton online shopping bored LOL. Lisa gets destructive bored. Much like Husky HA.
2221,47173,"Shithole, NY",14-03-2020,"I am NOT panicked about the #Coronavirus. I am panicked about the people who are panicking over the coronavirus!! 
#ChillOut 
#Notoiletpaper
#NoFood https://t.co/l3F8wiUmGx",Positive,"['I', 'am', 'NOT', 'panicked', 'about', 'the', '#', 'Coronavirus', '.', 'I', 'am', 'panicked', 'about', 'the', 'people', 'who', 'are', 'panicking', 'over', 'the', 'coronavirus', '!', '!', '#', 'ChillOut', '#', 'Notoiletpaper', '#', 'NoFood', 'https', ':', '//t.co/l3F8wiUmGx']",panicked #Coronavirus. panicked people panicking coronavirus!! #ChillOut #Notoiletpaper #NoFood https://t.co/l3F8wiUmGx
2222,47174,"Blackpool, England",14-03-2020,"#coronavirus #coronaUK #panicbuying 
I'm doing my usual monthly shopping. And my online store has no TP. ? So I bought 16 rolls of cheap stuff. Ppl! TP won't feed your family, or quench their thirst! Knock it off!!!  ????
Or protect you from Coronavirus!!!!
?????? https://t.co/L0NGwz7CWq",Extremely Positive,"['#', 'coronavirus', '#', 'coronaUK', '#', 'panicbuying', 'I', ""'m"", 'doing', 'my', 'usual', 'monthly', 'shopping', '.', 'And', 'my', 'online', 'store', 'has', 'no', 'TP', '.', '?', 'So', 'I', 'bought', '16', 'rolls', 'of', 'cheap', 'stuff', '.', 'Ppl', '!', 'TP', 'wo', ""n't"", 'feed', 'your', 'family', ',', 'or', 'quench', 'their', 'thirst', '!', 'Knock', 'it', 'off', '!', '!', '!', '?', '?', '?', '?', 'Or', 'protect', 'you', 'from', 'Coronavirus', '!', '!', '!', '!', '?', '?', '?', '?', '?', '?', 'https', ':', '//t.co/L0NGwz7CWq']","#coronavirus #coronaUK #panicbuying I'm usual monthly shopping. online store TP. ? bought 16 rolls cheap stuff. Ppl! TP feed family, quench thirst! Knock off!!! ???? protect Coronavirus!!!! ?????? https://t.co/L0NGwz7CWq"
2223,47175,"Knoxville, TN",14-03-2020,"#Coronavirus #COVID19 #GlobalPandemic 
Secret Documents Reveal Coronavirus Could be ""Category 5,"" Intel Personnel Stock 3 Months of Food! @Timcast #ThoughtsFromTheCenter  https://t.co/Ab1apwplBu",Neutral,"['#', 'Coronavirus', '#', 'COVID19', '#', 'GlobalPandemic', 'Secret', 'Documents', 'Reveal', 'Coronavirus', 'Could', 'be', '``', 'Category', '5', ',', ""''"", 'Intel', 'Personnel', 'Stock', '3', 'Months', 'of', 'Food', '!', '@', 'Timcast', '#', 'ThoughtsFromTheCenter', 'https', ':', '//t.co/Ab1apwplBu']","#Coronavirus #COVID19 #GlobalPandemic Secret Documents Reveal Coronavirus Could ""Category 5,"" Intel Personnel Stock 3 Months Food! @Timcast #ThoughtsFromTheCenter https://t.co/Ab1apwplBu"
2226,47178,??My Own Mind??,14-03-2020,"Fucking people on the internet trying to make a fast buck on selling isopropyl alcohol for RIDICULOUS prices during a crisis.
#Fuckyou
#coronavirus",Extremely Negative,"['Fucking', 'people', 'on', 'the', 'internet', 'trying', 'to', 'make', 'a', 'fast', 'buck', 'on', 'selling', 'isopropyl', 'alcohol', 'for', 'RIDICULOUS', 'prices', 'during', 'a', 'crisis', '.', '#', 'Fuckyou', '#', 'coronavirus']",Fucking people internet trying make fast buck selling isopropyl alcohol RIDICULOUS prices crisis. #Fuckyou #coronavirus
2227,47179,"Trondheim, Norway ",14-03-2020,"Im about screwed atm with #Covid_19 as Norways on something of a lockdown on flying. Supposed to be going back to the UK next week to grandads to live and work. 
Cant work it all out.  Flight prices have bombed though, so Im thinking just do it ? from  #Viking stock us lot !",Negative,"['I\x92m', 'about', 'screwed', 'atm', 'with', '#', 'Covid_19', 'as', 'Norway\x92s', 'on', 'something', 'of', 'a', 'lockdown', 'on', 'flying', '.', 'Supposed', 'to', 'be', 'going', 'back', 'to', 'the', 'UK', 'next', 'week', 'to', 'grandads', 'to', 'live', 'and', 'work', '.', 'Can\x92t', 'work', 'it', 'all', 'out', '.', 'Flight', 'prices', 'have', 'bombed', 'though', ',', 'so', 'I\x92m', 'thinking', 'just', 'do', 'it', '?', 'from', '#', 'Viking', 'stock', 'us', 'lot', '!']","Im screwed atm #Covid_19 Norways something lockdown flying. Supposed going back UK next week grandads live work. Cant work out. Flight prices bombed though, Im thinking ? #Viking stock us lot !"
2229,47181,"California, USA",14-03-2020,Leaves to use in a toilet paper prices #pandemic #panicbuying #toiletpaper #COVID2019 #coronarovirus #Liberalism #MAGA #KAG #BuildTheWall #DrainTheDeepState #NationalEmergency #Trump2020 #RECALLNEWSOM https://t.co/T3flFKL4MA,Neutral,"['Leaves', 'to', 'use', 'in', 'a', 'toilet', 'paper', 'prices', '#', 'pandemic', '#', 'panicbuying', '#', 'toiletpaper', '#', 'COVID2019', '#', 'coronarovirus', '#', 'Liberalism', '#', 'MAGA', '#', 'KAG', '#', 'BuildTheWall', '#', 'DrainTheDeepState', '#', 'NationalEmergency', '#', 'Trump2020', '#', 'RECALLNEWSOM', 'https', ':', '//t.co/T3flFKL4MA']",Leaves use toilet paper prices #pandemic #panicbuying #toiletpaper #COVID2019 #coronarovirus #Liberalism #MAGA #KAG #BuildTheWall #DrainTheDeepState #NationalEmergency #Trump2020 #RECALLNEWSOM https://t.co/T3flFKL4MA
